Total_Stops,Price,journy_of_month,journy_of_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hour,duration_minute,Route1,Route2,Route3,Route4,Route5,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
1,10262,9,6,15,0,12,35,21,35,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3543,6,5,9,45,12,0,2,15,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,4174,12,4,21,25,0,5,2,40,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7084,9,3,16,35,22,50,6,15,3,6,6,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,14960,5,15,9,50,8,55,23,5,2,15,9,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,13339,3,24,6,30,16,20,9,50,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,7229,12,4,8,20,11,20,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6818,5,18,5,5,16,10,11,5,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13376,6,6,6,45,4,25,21,40,3,34,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6316,9,6,15,0,1,30,10,30,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5201,6,18,18,5,21,10,3,5,3,10,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10958,5,18,23,30,4,35,5,5,3,37,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3858,6,21,11,35,14,0,2,25,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,10262,9,6,13,0,19,0,6,0,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8996,5,24,9,10,13,15,4,5,2,2,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,8098,3,27,5,10,19,45,38,35,3,33,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3543,1,5,8,20,10,35,2,15,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,10529,5,24,7,30,19,0,11,30,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7438,3,21,2,15,18,50,16,35,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12373,9,5,14,0,4,25,14,25,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4823,5,27,7,10,10,5,2,55,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,5769,6,21,8,20,11,20,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,9042,3,21,7,0,13,20,6,20,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,4697,6,4,17,20,9,25,16,5,3,33,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10844,9,5,14,5,19,50,5,45,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,8420,9,6,4,55,7,45,2,50,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7563,6,3,7,10,16,10,9,0,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7480,5,15,20,40,9,25,12,45,3,33,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4030,6,5,11,10,14,5,2,55,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6513,12,6,7,10,22,30,15,20,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8355,9,6,10,20,17,35,7,15,2,15,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,16655,5,21,15,5,1,30,10,25,3,21,4,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10844,5,18,5,45,18,15,12,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3873,6,21,17,10,19,40,2,30,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5224,9,6,15,15,17,45,2,30,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10844,5,15,16,30,12,0,19,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4778,3,3,5,30,8,20,2,50,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,16289,9,3,20,50,18,50,22,0,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5674,3,18,5,10,8,0,2,50,3,10,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,12854,12,3,6,0,11,55,29,55,1,4,9,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,8425,9,3,22,0,11,5,13,5,0,11,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,9328,3,21,5,30,18,50,37,20,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,17057,3,3,2,15,15,30,13,15,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229,3,5,19,50,22,50,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,14871,3,3,11,30,21,0,9,30,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,14300,6,27,12,15,19,0,30,45,3,1,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8529,12,6,21,10,9,20,12,10,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10877,9,6,4,55,19,0,14,5,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5386,5,21,17,35,22,15,4,40,2,33,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,11622,3,27,10,45,18,50,8,5,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10197,5,27,3,50,19,0,15,10,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8028,5,21,16,45,22,30,5,45,3,6,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2754,1,6,12,0,13,30,1,30,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,6781,3,3,8,15,21,25,13,10,0,20,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3841,5,21,17,10,19,40,2,30,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8266,6,6,10,20,19,15,8,55,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6144,3,24,7,10,10,5,2,55,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4544,4,24,11,10,14,5,2,55,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,14441,3,6,5,30,12,35,7,5,3,4,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3100,12,6,21,5,22,25,1,20,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,13067,5,18,20,25,14,25,18,0,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8529,12,6,18,55,23,35,28,40,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6442,5,15,8,35,16,10,7,35,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6480,6,27,10,20,21,0,10,40,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,11003,3,3,10,30,11,20,24,50,0,42,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4668,12,6,21,0,23,50,2,50,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,13941,9,5,6,30,4,40,22,10,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8820,12,5,7,10,18,50,11,40,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,9064,9,3,17,45,23,0,5,15,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10844,6,6,8,25,19,50,11,25,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,15129,5,18,5,30,19,0,13,30,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6513,9,5,7,10,16,10,9,0,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14676,9,6,17,0,23,35,6,35,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4823,5,18,7,10,10,5,2,55,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4174,12,4,15,15,17,45,2,30,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,19172,9,3,15,55,4,25,12,30,3,12,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4423,12,4,5,55,8,35,2,40,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3873,12,6,6,55,9,30,2,35,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7189,3,6,21,50,3,35,5,45,3,32,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13731,6,6,6,30,4,40,22,10,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14151,12,5,9,35,10,55,25,20,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4667,5,21,11,40,13,55,2,15,4,8,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,8834,3,21,19,10,4,25,33,15,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,11467,1,5,20,25,19,10,22,45,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,12395,6,3,8,45,16,45,8,0,1,14,13,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,7858,5,21,17,15,0,55,7,40,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4804,5,24,20,20,22,55,2,35,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,13469,9,6,20,25,9,45,13,20,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,7673,6,3,14,30,17,35,3,5,3,10,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14151,9,6,17,0,18,0,25,0,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10262,6,24,15,0,12,35,21,35,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13014,6,24,9,40,12,35,26,55,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12373,9,5,13,0,19,0,6,0,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,11399,5,18,10,0,19,0,9,0,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3971,6,5,9,30,12,20,2,50,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6007,6,27,6,0,21,0,15,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6383,3,15,10,30,22,55,12,25,0,42,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,5740,12,5,8,30,11,20,2,50,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1965,6,15,13,15,14,45,1,30,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,5935,3,21,7,10,21,20,14,10,3,20,22,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4174,6,4,9,35,12,20,2,45,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7738,3,21,4,45,13,20,8,35,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10441,5,24,22,0,19,15,21,15,3,16,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3100,3,15,21,5,22,25,1,20,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,14714,6,6,17,30,19,0,25,30,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9135,9,6,17,0,18,50,25,50,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,7893,1,4,16,50,18,30,25,40,2,7,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,12121,6,5,17,0,23,35,6,35,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,6094,9,6,14,10,17,10,3,0,3,10,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4423,9,6,10,10,13,0,2,50,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7832,3,21,20,35,7,40,11,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,5403,3,4,11,30,14,20,2,50,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,3841,1,4,9,0,11,25,2,25,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,11093,3,21,10,45,4,25,17,40,3,3,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229,4,24,19,50,22,50,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4823,5,27,16,55,19,55,3,0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,11467,1,5,9,35,19,10,9,35,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6111,1,5,7,10,12,40,5,30,2,2,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8066,9,5,17,0,10,55,17,55,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7258,3,27,4,45,21,0,16,15,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4729,3,27,5,10,8,0,2,50,3,10,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,15135,6,3,9,10,18,50,9,40,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,12718,5,24,9,25,1,20,15,55,2,7,7,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5678,6,18,2,55,4,20,1,25,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,5298,6,24,6,50,12,10,5,20,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14815,6,3,11,40,0,45,13,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,13014,6,24,5,30,4,25,22,55,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4491,5,18,9,0,11,25,2,25,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,11421,3,27,10,20,18,50,8,30,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12284,3,18,8,0,7,40,23,40,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,7229,12,5,6,0,8,45,2,45,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4823,4,15,7,10,10,5,2,55,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,12898,6,27,20,55,4,25,7,30,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13587,6,27,7,5,21,0,13,55,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12373,5,18,9,0,4,25,19,25,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5999,3,21,7,10,22,20,15,10,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10907,5,18,8,20,18,30,10,10,2,28,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14151,6,6,9,35,21,5,11,30,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4591,12,5,23,30,2,20,2,50,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,19225,6,3,14,5,20,20,6,15,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,9663,6,5,14,5,12,0,21,55,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10844,1,5,6,30,18,15,11,45,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,13727,9,5,13,0,21,0,8,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14151,5,18,9,35,21,5,11,30,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10262,6,27,18,15,12,35,18,20,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3873,12,6,9,0,11,25,2,25,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,13014,6,24,19,30,4,25,8,55,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5510,6,21,14,15,16,45,2,30,2,5,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,17282,9,3,10,45,4,25,17,40,3,3,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,6653,3,27,9,45,21,20,11,35,3,20,22,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12214,3,3,9,55,15,10,5,15,3,33,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3625,1,5,13,55,15,25,1,30,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,6860,3,3,8,30,11,30,3,0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3876,6,24,10,35,19,35,9,0,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5613,4,27,19,30,22,15,2,45,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,8971,3,27,5,55,7,40,25,45,3,34,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4030,5,21,19,50,22,50,3,0,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,8075,3,27,15,0,1,35,10,35,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7005,6,15,6,0,21,0,15,0,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4778,6,3,22,10,0,55,2,45,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3687,9,5,7,5,9,20,2,15,4,8,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,10262,9,6,11,30,4,25,16,55,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,15113,3,3,5,55,7,40,25,45,3,4,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6979,6,5,10,35,1,30,14,55,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6717,3,21,7,5,16,10,9,5,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,16736,6,3,8,55,23,0,14,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7192,3,15,11,50,19,50,8,0,0,33,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4226,4,15,6,20,10,30,4,10,2,33,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,9627,5,21,8,30,19,0,10,30,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,4757,3,4,2,15,19,0,16,45,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14571,5,24,14,5,22,35,8,30,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,5162,1,4,6,50,10,30,3,40,2,2,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10844,5,18,16,30,16,20,23,50,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3815,3,21,9,0,11,30,2,30,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,17261,6,3,11,40,9,30,21,50,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,16736,6,3,21,25,7,40,10,15,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3841,6,21,9,0,11,25,2,25,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
